ID;Nom;Categorie;Photo;Reference;EstDansCarte;Remarque;Sync_Prix;EstCocktail;Quantite;ID_VERRE;DateCreation;estBrochette;Ref_Lettre;Ref_Chiffre;Ref_DerniereLettre
1012;olives vertes denoyautees au basilic 130gr;tapas sur le pouce;0x;A1E;1;;6;1;150;9;;0;A;1;E
1013;petites saucisses seches nature;tapas sur le pouce;0x;A1F;1;;5;1;150;9;;0;A;1;F
1014;Pringles(70gt.) goût au choix ;tapas sur le pouce;0x;A1G;1;;4;1;150;9;;0;A;1;G
1015;nachos salsa ou fromage ;tapas sur le pouce;0x;A1H;1;;9;1;150;9;;0;A;1;H
1016;chips Apero Lays ;tapas sur le pouce;0x;A1I;1;;13;1;150;9;;0;A;1;I
1018;planche de charcuteries et fromage mediterraneen;tapas sur le pouce;0x;A1K;1;;18;1;150;9;;0;A;1;K
1019;petites boulettes(250gr) ;tapas sur le pouce;0x;A1L;1;boulettes micro ondes 1 min;5;1;150;9;;0;A;1;L
1020;mini brochettes de poulet (185gr);tapas sur le pouce;0x;A1M;1;appeler dominos pizza tournai et a regler au livreur ;6;1;150;9;;0;A;1;M
1021;Maxi Hot-dog ;tapas sur le pouce;0x;A1N;1;Maxi pain et hotdog au micro ondes 1 min;6;1;150;9;;0;A;1;N
1563;Vuki vuk;signature;0x;B104;1;verre palladio;13;1;50;4;;1;B;104;
1023;pizza M de dominos Tournai au choix only sur place;tapas sur le pouce;0x;A1P;1;appelez dominos ;6;1;150;9;;1;A;1;P
1024;saucisses apéro tv;tapas sur le pouce;0x;A1Q;1;;5;1;150;9;;1;A;1;Q
1025;Barbe à papa (50gr);tapas sur le pouce;0x;A1X;1;;3,5;1;150;9;;0;A;1;X
1027;Potatoes Country;Nos snacks Airfryer;0x;A3K;1;Airfryer 8min./four à 240°c;5;1;150;9;;0;A;3;K
1028;assiette Mixte tapas ;tapas sur le pouce;0x;A1A;1;;15;1;150;9;;0;A;1;A
1072;Tequitua;shootserie en mise en bouche;0x;Z18;1;;5;1;5;14;;1;Z;18;
1030;Martini espresso tails;after-workers;0x;F0I;1;shaker fort/filtrer/grain de cafe /verre martini;7,5;1;35;3;;1;F;0;I
1031;bouteille premium au choix ;les softs, bieres, vins,...;0x;A2N;1;;80;1;150;9;;1;A;2;N
1032;1 biere pop dans ce choix ;les softs, bieres, vins,...;0x;A2B;1;;4;1;150;9;;1;A;2;B
1033;1 biere speciale dans ce choix ;les softs, bieres, vins,...;0x;A2C;1;;6;1;150;9;;1;A;2;C
1034;1 jus de fruit 33cl au choix ;les softs, bieres, vins,...;0x;A2D;1;;3;1;150;9;;1;A;2;D
1208;vinotheque;les softs, bieres, vins,...;0x;A2F;1;verre bormioli avec raisins;6;1;150;9;;1;A;2;F
1036;bouteille champagne brut ;les softs, bieres, vins,...;0x;A2O;1;fraise + marshmaloow avec 4 fluo ou boudoir de reims ;50;1;150;9;;1;A;2;O
1037;bouteille au choix 70cl;les softs, bieres, vins,...;0x;A2L;1;;50;1;150;9;;1;A;2;L
1038;Punchy bastard;signature;0x;B93;1;verre tete de lego + 15cl z2h+2 s orgeat+ jus cerise;12;1;65;5;;1;B;93;
1039;Maître Chevalier ;signature;0x;B101;1;verre sangria ;12;1;65;5;;1;B;101;
1040;Gaelle what else ;signature;0x;B102;1;verre cabernet :melanger ;12;1;65;5;;1;B;102;
1041;Kamok;freaky;0x;L21;0;facon freaky;13;1;50;6;;1;L;21;
1042;Kizoumba;Sweety;0x;S3;1;verre weizenbeer ;15;1;75;7;;1;S;3;
1043;Geniteur ;signature;0x;B105;1;verre cabernet ;12;1;65;5;43673;1;B;105;
1044;Devil colada;signature;0x;B106;1;verre palladio/shaker fort/liqueur piment en dernier/bonbon piment sur rondelle ananas;13;1;50;4;;1;B;106;
1045;Plaisir d'hiver ;freaky;0x;L22;1;verre weizenbeer/facon freaky;15;1;50;4;;1;L;22;
1046;3 cocktails event(25cl) pour prix de 2;after-workers;0x;F0A;1;;15;1;35;3;;1;F;0;A
1047;Demoiselle Tatin;signature;0x;B108;1;verre cabernet;12;1;65;5;;1;B;108;
1048;Catalogne;freaky;0x;L23;1;verre cognac ;15;1;50;4;;1;L;23;
1049;Le serpent ;hardcore;0x;Y1A;1;verre monster ecrase ;25;1;75;7;;1;Y;1;A
1050;Ricain coffee;hot;0x;O17;1;verre hanse;15;1;75;7;;1;O;17;
1051;Karma sutra attitude;freaky;0x;L45;1;verre strier;15;1;50;6;;1;L;45;
1052;Porn attitude ;Sweety;0x;S48;1;verre coup a glace/shaker fort sans hibiscus;15;1;50;4;;1;S;48;
1053;Seroquel pour bipolaire;pharmacocktailerie;0x;C43;1;verre cabernet ;12;1;65;5;;1;C;43;
1054;Marabout;pharmacocktailerie;0x;C44;1;skull/10 mix z2w(sour)+2 triple sec+2 L. ananas+3 rhum miel+2s gingembre+j orange+j mangue;12;1;75;7;;1;C;44;
1055;Antibiotique;pharmacocktailerie;0x;C45;1;verre skull;12;1;65;5;;1;C;45;
1056;Ghostbuster;films & series incontournables;0x;D83;1;verre cabernet ;13;1;50;6;;1;D;83;
1057;Blade runner;mojito party;0x;M13;1;verre pyramide/menthe fraiche+10 mix z2w(sour)+3 triple sec+orangeade+j orange;13;1;50;6;;1;M;13;
1058;zebulon;freaky;0x;L54;1;verre strier/facon freaky/bien melanger ;15;1;50;4;;1;L;54;
1059;Peaky Blinders;films & series incontournables;0x;D90;1;verre sangria+melanger ;12;1;65;5;;1;D;90;
1060;Deadpool;films & series incontournables;0x;D82;1;verre weizenbeer;13;1;75;7;;1;D;82;
1061;Ayahuasca peruvienne;drugs;0x;E28;1;verre weizenbeer;15;1;75;7;;1;E;28;
1062;Romulus ;hardcore;0x;Y2F;1;verre organique-monster/3 pipettes degustation ;25;1;75;7;;1;Y;2;F
1063;Datura;drugs;0x;E30;1;verre monster ecrase;15;1;75;7;;1;E;30;
1064;Souffle du diable (scopolamine);freaky;0x;L56;1;verre palladio/facon freaky;15;1;50;4;;1;L;56;
1065;Rosin;drugs;0x;E33;1;verre E8;15;1;75;7;;1;E;33;
1066;Pagan;vodkaterie;0x;H27;1;verre bartender ;12;1;65;5;;1;H;27;
1067;Black Mamba ;rhumerie;0x;I69;1;verre coupe plate ;12;1;50;6;;1;I;69;
1068;1 soft au choix (1 sirop inclus);les softs, bieres, vins,...;0x;A2A;1;;3;1;150;9;;1;A;2;A
1069;1 smart drink au choix (!pas en dessous de 16ans!);les softs, bieres, vins,...;0x;A2E;1;;5;1;150;9;;1;A;2;E
1070;Chupacabra;Sweety;0x;S2;1;verre fist;15;1;75;7;;1;S;2;
1071;portion de cubes de fromages 150gr;tapas sur le pouce;0x;A1D;1;;5;1;150;9;;0;A;1;D
1073;Mouskiklack;hardcore;0x;Y2A;1;verre monster ecrase/2 grenadine+12 mix Z2a(razz)+monster punch+j fraise+3 pipettes ;25;1;75;7;;1;Y;2;A
1074;Takayalé colada;les anecdotiques;0x;V14;1;verre palladio/dans shaker 8cl mix Z2o(colada)+3 cachaca+jus ananas+shaker fort+2L.cerise en dernier+cerise facon colada ;13;1;50;4;;1;V;14;
1075;cyrpine;Sweety;0x;S54;1;verre monster ;15;1;75;7;;1;S;54;
1076;Vagi clean;sweety;0x;S47;1;;15;1;75;7;;1;S;47;
1077;Friends;films & series incontournables;0x;D81;1;verre fist/mix marga:15+monster+j framboise +barbe;15;1;75;7;;1;D;81;
1078;Ovni;Sweety;0x;S29;1;verre monster ;15;1;75;7;;1;S;29;
1079;Baizuo (begueule en chinois);les anecdotiques;0x;V55;1;verre coupe plate ;15;1;50;4;;1;V;55;
1080;Acidule decoiffe;mojito party;0x;M52;1;verre organique/monster ;15;1;75;7;;1;M;52;
1081;le sphynx ailé ;Mojito party;0x;M12;1;verre monster/menthe fraiche +15cl mix z2h+2cl triple sec+monster paradise+assortiment bonbons et barbe papa;15;1;75;7;;1;M;12;
1082;Totofle;les anecdotiques;0x;V58;1;verre disque ;13;1;50;6;;1;V;58;
1083;Bubulle;Sweety;0x;S28;1;verre monster ;15;1;75;7;;1;S;28;
1084;Revoz;Sweety;0x;S25;1;verre monster ;15;1;150;9;;1;S;25;
1085;AC/DC;culturalisation;0x;Y44;1;verre palladio;15;1;50;4;;1;Y;44;
1086;Porcinet the chacal;Sweety;0x;S46;1;;15;1;75;7;;1;S;46;
1087;Pink Martini;culturalisation;0x;Y48;1;;12;1;65;5;;1;Y;48;
1088;Cobaye attitude;rhumerie;0x;I11;1;verre cabernet/shaker ;12;1;65;5;;1;I;11;
1089;irreversible;films & series incontournables;0x;D85;1;verre cabernet/8 mix z2o+4 rhum + j framboise et shaker fort;12;1;65;5;;1;D;85;
1090;Sex on the beer;beertails;0x;N26;1;verre pyramide ;13;1;50;6;;1;N;26;
1091;Madame Jinny;beertails;0x;N27;1;verre carre;15;1;50;6;;1;N;27;
1092;Silence des loups flambe;beertails flambes;0x;N1F;1;"lunette/verser bière 33cl et allonger vin blanc dans pichet 1L/flamber base, servir et étouffer avec pichet

";25;1;200;13;;1;N;1;F
1093;Mignotitude;ginto &co;0x;K13;1;verre bartender ;12;1;65;5;;1;K;13;
1094;Fleur de toi;Sweety;0x;P36;1;verre tour a empiler/monster/mix Z2s(b86): 10cl+monster fiesta+methode+2 vodka rouge + 5jfraise ;15;1;75;7;;1;P;36;
1095;Arrached coffee;hot;0x;O32;1;;15;1;50;4;;1;O;32;
1096;Hyper borean;beertails;0x;N25;1;verre pyramide ;13;1;75;7;;1;N;25;
1097;Dokidoki ( chamade en japonais);Sweety;0x;P29;1;verre cognac ;15;1;50;6;;1;P;29;
1098;Parlez moi d'Amour ;Sweety;0x;P31;1;verre bocal poisson;15;1;75;7;;1;P;31;
1099;WTF;hardcore;0x;Y1C;1;verre monster ecrase ;25;1;75;7;;1;Y;1;C
1100;ConnarO virus ;bulles;0x;G25;1;verre organique-monster ;15;1;75;7;;1;G;25;
1101;Magie debloque;les anecdotiques;0x;V47;1;verre cabernet;12;1;65;5;;1;V;47;
1102;Corona-pero;les anecdotiques;0x;V48;1;verre tiki pt;12;1;65;5;;1;V;48;
1103;Medic-calineur;Sweety;0x;V50;1;verre cognac;15;1;75;7;;1;V;50;
1104;Les Tournaisiennes;bulles;0x;G26;1;verre bartender ;13;1;65;5;;1;G;26;
1105;Error 404;tequilaterie;0x;J11;1;verre cabernet;12;1;65;5;;1;J;11;
1106;NR-V;Sweety;0x;S62;1;verre sweety/dans shaker 8cl mix Z2o(colada)+3 tequila+2vodka+lait+shaker;15;1;50;4;;1;S;62;
1107;Osef;Sweety;0x;S61;1;verre sweety/dans shaker 8cl mix Z2o(colada)+2 vodka+2 rhum+fristi+shaker fort ;15;1;50;4;;1;S;61;
1108;Saperlipopette;les anecdotiques;0x;V61;1;verre bartender/2sframboise+10cl mix b51+jus litchis;12;1;65;5;;1;V;61;
1109;Si deux doigts passent, tout passe ;les anecdotiques;0x;V63;1;verre ananas;12;1;65;5;;1;V;63;
1110;Missionaire et la fessee;les anecdotiques;0x;P19;1;verre palladio;13;1;50;4;;1;P;19;
1111;itanimulli;les anecdotiques;0x;V64;1;verre tiki gd ;12;1;65;5;;1;V;64;
1112;Smeerlap;les anecdotiques;0x;V65;1;coupe a glace/shaker / cerise facon colada et bareb a papa coco;13;1;65;5;;1;V;65;
1113;Hotvordoom;freaky;0x;L31;1;verre cognac ;15;1;75;7;;1;L;31;
1114;inarinla;Sweety;0x;P23;1;verre monster ecrase;15;1;75;7;;1;P;23;
1115;Connasse va;Sweety;0x;P24;1;verre monster ecrase ;15;1;75;7;;1;P;24;
1116;Repeat after to me;freaky;0x;L53;1;verre cognac ;15;1;75;7;;1;L;53;
1117;D.T.G.;Sweety;0x;P26;1;verre bocal poisson;15;1;75;7;;1;P;26;
1118;Tchote nenette;les anecdotiques;0x;P27;1;verre cabernet/shaker fort ;12;1;65;5;;1;P;27;
1119;Kinda1kibronche tin;Sweety;0x;P28;1;verre monster ;15;1;75;7;;1;P;28;
1120;D.T.C.;Sweety;0x;P30;1;verre bocal poisson;15;1;75;7;;1;P;30;
1121;Gorge syphilistique ;les anecdotiques;0x;V66;1;verre cognac ;13;1;75;7;;1;V;66;
1122;Valkyrie;Sweety;0x;S22;1;verre organique-monster ;15;1;75;7;;1;S;22;
1123;Velvet Valentine;Sweety;0x;S16;1;facon sweety+ shaker fort ;15;1;75;7;;1;S;16;
1124;Jean lupin;freaky;0x;L48;1;verre strier ;15;1;50;4;;1;L;48;
1125;Gaelle d enfer ;Sweety;0x;S23;1;verre organique -monster ;15;1;75;7;;1;S;23;
1126;Bananas fight club;Sweety;0x;S24;1;verre monster ;15;1;75;7;;1;S;24;
1127;Wake up show NRJ;freaky;0x;L49;1;verre strier;15;1;75;7;;1;L;49;
1128;Fais moi un truc baby;Sweety;0x;V49;1;erre organique- monster ;20;1;75;7;;1;V;49;
1129;Brexit;les anecdotiques;0x;V51;1;verre E18;12;1;65;5;;1;V;51;
1130;Ld photo8;les anecdotiques;0x;V52;1;verre bartender;13;1;65;5;;1;V;52;
1131;Ripoublik bananiere;les anecdotiques;0x;V53;1;verre palladio;13;1;50;4;;1;V;53;
1132;Cavalera Wevelgem;bonnes adresses;0x;X46;1;verre palladio;13;1;50;4;;1;X;46;
1133;Carnavo;bonnes adresses;0x;X45;1;verre ananas;13;1;50;4;;1;X;45;
1134;Rhodium;rhumerie;0x;I45;1;VERRE FIST;15;1;75;7;;1;I;45;
1135;Mojito L natures ou fruites;mojito party;0x;M4J;1;arrosoire ;30;1;200;15;;1;M;4;J
1136;Mojito Fat nature ou fruite;mojito party;0x;M4M;1;verre aquarium;15;1;50;4;;1;M;4;M
1137;Le pere fouettard Ramone;les anecdotiques;0x;V62;1;verre FIST;15;1;75;7;;1;V;62;
1138;Bachibouzouk coffee;hot;0x;O24;1;;15;1;50;4;;1;O;24;
1139;Ouragan Matthew;Sweety;0x;S26;1;verre monster ;15;1;75;7;;1;S;26;
1140;Blanckenberge;beertails;0x;N29;1;verre pyramide ;13;1;50;6;;1;N;29;
1141;Jabs;hardcore;0x;Y2B;1;verre monster ecrase;25;1;75;7;;1;Y;2;B
1142;Tata YoYo;tequilaterie;0x;J19;1;verre bartender ;12;1;65;5;44078;1;J;19;
1143;Lean siZZuRp;drugs;0x;E32;1;verre palladio;15;1;50;4;;1;E;32;
1144;Mafalda;Mocktail;0x;A113;1;verre cruche;10;1;75;7;;1;A;113;
1145;Boogaloo;rhumerie;0x;I49;1;verre bocal poisson/15cl mix z2h+2 s orgeat+3 razz+ monster punch;15;1;75;7;;1;I;49;
1146;Les barbapapas;Mocktail;0x;A114;1;verre pot de chambre ;10;1;100;8;;1;A;114;
1147;Princesse coffee;hot;0x;O25;1;verre palladio;15;1;75;7;;1;O;25;
1148;Waffel coffee;hot;0x;O27;1;verre bartender ;15;1;75;7;;1;O;27;
1149;Geek coffee;hot;0x;O28;1;facon freaky;15;1;75;7;;1;O;28;
1150;Brazilian coffee;hot;0x;O29;1;facon freaky;15;1;75;7;;1;O;29;
1151;Cuban coffee;hot;0x;O30;1;;15;1;50;4;;1;O;30;
1152;Elvira la cochonne;freaky;0x;L41;1;verre bocal;15;1;75;7;;1;L;41;
1153;Fucking mutant N439K;beertails;0x;N30;1;verre pyramide ;13;1;75;7;;1;N;30;
1154;Harpocrates;rhumerie;0x;I46;1;verre coupe a glace ;12;1;65;5;;1;I;46;
1155;Zotra;mojito party;0x;M40;1;verre hanse-cognac/facon mojito;13;1;50;6;;1;M;40;
1156;Siboney;mojito party;0x;M10;1;verre E18/facon mojito;13;1;50;6;;1;M;10;
1157;Sex on fire ;vodkaterie;0x;H55;1;verre sangria/shaker fort et decorer piment ;12;1;65;5;;1;H;55;
1158;Kerberos;freaky;0x;L33;1;verre cognac :melanger ;15;1;75;7;;1;L;33;
1159;Les Tortues Ninja (-16ans!!);Mocktail;0x;A115;1;VERRE disque ;10;1;100;8;;1;A;115;
1160;Bacchanales;Expressions préférées;0x;P6;1;verre monster ;15;1;75;7;;1;P;6;
1161;Tyr;Sweety;0x;S4;1;verre monster ;15;1;75;7;;1;S;4;
1162;Octopus;signature;0x;B113;1;verre monster ;15;1;75;7;;1;B;113;
1163;L abbe tadine;pharmacocktailerie;0x;C46;1;verre V25/10 mix z2w(sour)+2 amaretto+3 triple sec+ginger beer;12;1;65;5;;1;C;46;
1164;Dark winter;jackdanielserie;0x;F7Q;0;;12;1;75;7;;1;F;7;Q
1165;Sephiroth;jackdanielserie;0x;F7M;1;verre cabernet ;12;1;65;5;;1;F;7;M
1166;Mask(-16ans!!);Mocktail;0x;A116;1;verre boule sa ;10;1;100;8;;1;A;116;
1167;African coffee;hot;0x;O31;1;chauffer mixture et flamber/cafe/chantilly;15;1;50;4;;1;O;31;
1168;White Polynesian;freaky;0x;L34;1;verre weizenbeer/facon freaky/bien melanger ;15;1;75;7;;1;L;34;
1169;American Gods;films & series incontournables;0x;D110;1;verre cabernet/3 pipettes bacardi razz;12;1;65;5;;1;D;110;
1170;Skull and bones;signature;0x;B114;1;verre bartender/shaker fort ;12;1;65;5;;1;B;114;
1171;Leprechaun;jackdanielserie;0x;F7A;1;verre weizenbeer ;12;1;75;7;;1;F;7;A
1172;Stranger things;films & series incontournables;0x;D106;1;verre bartender ;12;1;65;5;;1;D;106;
1173;Volte-face;films & series incontournables;0x;D89;1;verre weizenbeer;15;1;75;7;;1;D;89;
1174;Raised by wolves ;films & series incontournables;0x;D102;1;verre weizenbeer/shaker fort sans la violette ;12;1;65;5;;1;D;102;
1175;Tulsa king ;films & series incontournables;0x;D105;1;verre palladio;13;1;50;4;;1;D;105;
1176;Vaxxin;les anecdotiques;0x;V21;1;;12;1;65;5;;1;V;21;
1177;Gestapo;tequilaterie;0x;J20;1;skull;13;1;50;6;;1;J;20;
1178;Pognontologue;freaky;0x;L1G;1;verre weizenbeer/ne pas oublier le ferrero///facon freaky;15;1;75;7;;1;L;1;G
1179;dame blanche;ice cream;0x;Z800;0;;0;1;150;9;;1;Z;800;
1180;Apple sour martini;Oompa LoOmpa;0x;F23;0;shaker et filtrer ;8;1;35;3;;1;F;23;
1181;Shard;vodkaterie;0x;H28;1;verre sangria/  shaker sans vdk rouge ni hibiscus ;13;1;50;4;;1;H;28;
1182;Grogu;bulles;0x;G33;1;verre weizenbeer ;13;1;75;7;;1;G;33;
1183;dame noire ;ice cream;0x;Z814;0;;6;1;150;9;;1;Z;814;
1184;Dame Martienne ;ice cream;0x;Z821;1;;6;1;150;9;;1;Z;821;
1185;Dame Bresilienne ;ice cream;0x;Z822;1;;6;1;150;9;;1;Z;822;
1186;coupe aux fraises du pays blanc;ice cream;0x;Z823;0;;6;1;150;9;;1;Z;823;
1187;Banana split;ice cream;0x;Z824;0;;6;1;150;9;;1;Z;824;
1188;coupe exotique ;ice cream;0x;Z825;0;;6;1;150;9;;1;Z;825;
1189;ice cream bounty;ice cream;0x;Z826;0;;8;1;150;9;;0;Z;826;
1190;ice cream snickersY;ice cream;0x;Z804;0;;0;1;150;9;;0;Z;804;
1191;ice cream marsY;ice cream;0x;Z801;0;;8;1;150;9;;1;Z;801;
1192;ice cream fortnite;ice cream;0x;Z802;0;;8;1;150;9;;1;Z;802;
1193;ice cream barbie ;ice cream;0x;Z803;0;;0;1;150;9;;1;Z;803;
1194;ice cream josephine baker ;ice cream;0x;Z806;0;;8;1;150;9;;1;Z;806;
1195;ice cream skratt;ice cream;0x;Z807;0;;8;1;150;9;;1;Z;807;
1196;ice cream pegasse;ice cream;0x;Z808;0;;8;1;150;9;;1;Z;808;
1197;coupe deglinguee(2-3pers);ice cream;0x;Z810;0;;0;1;150;9;;1;Z;810;
1198;coupe alcoolisee gniark gniark gniark;ice cream;0x;Z811;0;fruit de la passion et groseilles;12;1;50;4;;1;Z;811;
1199;coupe alcoolisee pinacacolak;ice cream;0x;Z812;0;;12;1;50;4;;1;Z;812;
1200;coupe alcoolisee orange givree aranciata;ice cream;0x;Z813;0;;12;1;150;9;;1;Z;813;
1201;Sugar ;ice cream;0x;Z815;0;;13;1;50;4;;1;Z;815;
1202;coupe glacee reunionnais;ice cream;0x;Z816;0;menthe fraiche en deco;12;1;150;9;;1;Z;816;
1203;coupe alcoolisee lindt;ice cream;0x;Z817;0;;12;1;50;4;;1;Z;817;
1204;compose ta glace base M;ice cream;0x;Z818;0;;6;1;150;9;;1;Z;818;
1205;compose ta glace base L;ice cream;0x;Z819;0;;8;1;150;9;;1;Z;819;
1206;compose ta glace base XL;ice cream;0x;Z820;0;;12;1;150;9;;1;Z;820;
1209;bouteille de vin ;les softs, bieres, vins,...;0x;A2Z;1;avec grappes raisins ;20;1;150;9;;1;A;2;Z
1516;Exorciste;films  & series incontournables;0x;N53;1;verre diamant palt/biere retournee ;13;1;200;13;;1;N;53;
1211;shooter fruite unite dans ce choix 2cl;combo;0x;Z1R;1;;3;1;150;9;;1;Z;1;R
1212;shooter premium dans ce choix 3cl;combo;0x;Z1S;1;;5;1;150;9;;1;Z;1;S
1213;Mad Heidi;films & series incontournables;0x;D32;1;coupe plate ;12;1;50;6;;1;D;32;
1214;Star gates;films & series incontournables;0x;D107;1;coupe plate ;12;1;50;6;;1;D;107;
1215;Fringe;films & series incontournables;0x;D108;1;vcoupe plate ;12;1;50;6;;1;D;108;
1216;interstellar;films & series incontournables;0x;D64;1;verre coupe plate ;12;1;50;6;;1;D;64;
1217;Pandemonium;vodkateire;0x;H47;1;;13;1;50;4;;1;H;47;
1218;Dionysose;rhumerie;0x;I47;1;;15;1;75;7;;1;I;47;
1219;Vril;jackdanielserie;0x;F7N;1;;12;1;50;6;;1;F;7;N
1220;krobon;les anecdotiques;0x;V68;1;verre bartender ;12;1;65;5;;1;V;68;
1221;Trobocou;les anecdotiques;0x;V69;1;verre weizenbeer ;12;1;75;7;;1;V;69;
1222;Laya veille;les anecdotiques;0x;V70;1;;13;1;50;4;;1;V;70;
1223;Mademoiselle;AIDE CLIENT;0x;Z101;0;;0,01;1;150;9;;1;Z;101;
1224;Moscow mule;vodkaterie;0x;H20C;1;verre a mule tete de menthe et citron vert;12;1;35;3;;1;H;20;C
1225;un furet sous amphétamine;sweety;0x;G42;1;verre monster ecrase ;15;1;75;7;;1;G;42;
1226;Mandalorian;films & series incontournables;0x;D98;1;verre fist;15;1;75;7;;1;D;98;
1227;Scoobi Doo;Mocktail;0x;A117;1;verre diamant plat / bt retournee ;10;1;100;8;;1;A;117;
1228;Bernard et Bianca ;Mocktail;0x;A118;1;verre monster ecrase sur pied ;10;1;100;8;;1;A;118;
1229;Pikachu;Mocktail;0x;A119;1;verre diamant lond;10;1;75;7;;1;A;119;
1230;verre 1 alcool dans ce choix 5cl;les softs, bieres, vins,...;0x;A2R;1;;10;1;150;9;;1;A;2;R
1231;Tonton ma-nathans;Oompa LoOmpa;0x;I65;1;verre martini;12;1;35;3;;1;I;65;
1232;Plus moche la vie (biere flambee pour 2pers.);beertails flambes;0x;N1E;1;facon biere flambee, preparer mixture, disposer a table verre vide et carraffe avec biere completee de estrella puis servir flamber micture et ettouffer/verre bagarre/;25;1;200;13;;1;N;1;E
1233;Baroko fizz;rhumerie;0x;I61;1;verre ginto/shaker fort sur glace  avec chantilly et sans ginger beer;15;1;50;4;;1;I;61;
1234;liqueur coco maison;bar;0x;Z0F;0;;20;1;150;9;;1;Z;0;F
1235;liqueur ananas maison;bar;0x;Z0G;0;;20;1;150;9;;1;Z;0;G
1236;liqueur caramel maison;bar;0x;Z0H;0;;20;1;150;9;;1;Z;0;H
1237;Rhum miel maison;bar;0x;Z0I;0;;45;1;150;9;;1;Z;0;I
1238;liqueur aftereight;bar;0x;Z0J;0;;20;1;150;9;;1;Z;0;J
1239;mixB86 litre;mixture;0x;Z2S;0;"b86: 10 mix + 2 v.rouge+ energy drink + mousseux + j.fraise

p36: 10 mix + 2 v.rouge+ M.mango + mousseux + j.fraise

u15: 10 mix + diabolo gr.+ mousseux + v.noire ";25;1;100;10;;1;Z;2;S
1240;liqueur piment maison;bar;0x;Z0L;0;;45;1;150;9;;1;Z;0;L
1241;liqueur menthe  glacial maison;bar;0x;Z0M;0;;20;1;150;9;;1;Z;0;M
1242;liqueur vanille maison;bar;0x;Z0N;0;;20;1;150;9;;1;Z;0;N
1243;liqueur barbe a papa (pink) maison;bar;0x;Z0O;0;;20;1;150;9;;1;Z;0;O
1244;liqueur litchis maison;bar;0x;Z0P;0;;25;1;150;9;;1;Z;0;P
1245;liqueur fruit au choix maison;bar;0x;Z0Q;0;;20;1;150;9;;1;Z;0;Q
1246;liqueur gingembre maison;bar;0x;Z0R;0;;40;1;150;9;;1;Z;0;R
1247;liqueur bubble gum pink maison;bar;0x;Z0S;0;;20;1;150;9;;1;Z;0;S
1248;liqueur noisette maison;bar;0x;Z0T;0;;40;1;150;9;;1;Z;0;T
1249;liqueur passion maison;bar;0x;Z0U;0;;20;1;150;9;;1;Z;0;U
1250;liqueur mangue maison;bar;0x;Z0V;0;;25;1;150;9;;1;Z;0;V
1251;Crème pop corn maison;bar;0x;Z0W;0;;20;1;150;9;;1;Z;0;W
1252;liqueur fraise maison ;bar;0x;Z0X;0;;20;1;150;9;;1;Z;0;X
1253;liqueur framboise maison;bar;0x;Z0Y;0;;20;1;150;9;;1;Z;0;Y
1254;liqueur cerise maison ;bar;0x;Z0Z;0;;20;1;150;9;;1;Z;0;Z
1255;Mojito M nature ou fruite ;mojito party;0x;M4G;1;facon mojito;25;1;100;8;;1;M;4;G
1256;Bohemian club;freaky;0x;L42;1;verre strier ;15;1;50;4;;1;L;42;
1257;Gouter avec la nenette d une autre sur un baton;les anecdotiques;0x;V67;1;verre sangria ;13;1;50;4;;1;V;67;
1258;Calasme;Sweety;0x;S5;1;verre monster ;15;1;75;7;;1;S;5;
1259;Hirsute;mojito party;0x;M48;1;verre E18/facon mojito;12;1;50;6;;1;M;48;
1260;Collapsonaute;bonheur en concentré;0x;T38;1;verre palladio;13;1;50;4;;1;T;38;
1261;Chaude patate;Sweety;0x;S39;1;verre monster ecrase/mix Z2i:5cl+2L passion+3cr banane jaune +monarch+methode et barbe ;15;1;75;7;;1;S;39;
1262;Dissident;bonheur en concentré;0x;T40;1;verre coupe a glace ;12;1;65;5;;1;T;40;
1514;Félix le chat;Mocktail;0x;A129;1;verre bocal/bien mélanger ;10;1;100;8;;1;A;129;
1264;Thanos ;grand format;0x;Z5N;1;servir dans 4 verres monster;100;1;1000;11;;1;Z;5;N
1265;Alabama hot pocket;bonheur en concentré;0x;U7;1;verre bartender ;12;1;50;6;;1;U;7;
1266;Malaise Vaggal;bonheur en concentré;0x;U8;1;verre cabernet ;12;1;65;5;;1;U;8;
1267;SkoumOon;Sweety;0x;S37;1;verre organique-monster/5 mix tgv;15;1;75;7;;1;S;37;
1268;Clara Morgane;bonheur en concentré;0x;U10;1;verre bartender ;12;1;50;4;;1;U;10;
1269;Demon;beertails;0x;N32;1;verre bagarre/servir bt de biere retournee;15;1;75;7;;1;N;32;
1270;Suzume;Mocktail;0x;A108;1;verre strier ;10;1;100;8;;1;A;108;
1271;5 contre 1 attitude ;bulles;0x;G18;1;verre fist;15;1;75;7;;1;G;18;
1272;Pandalette attitude ;bulles;0x;G23;1;verre monster ;15;1;75;7;;1;G;23;
1273;Sto ca*zo (Dante WTF);beertails;0x;N33;1;verre bagarre/bt retournee dans verre;14;1;200;13;;1;N;33;
1274;Acapulco triple;beertails;0x;N34;1;verre bagarre/bt  biere retournee dans verre ;15;1;200;13;;1;N;34;
1275;The blue oyster;bonheur en concentré;0x;U11;1;verre palladio;13;1;50;4;;1;U;11;
1276;El Coco;bonheur en concentré;0x;U12;1;verre coupe a glace ;12;1;50;6;;1;U;12;
